Account Number,Loyalty_Score,bonus_usage_score,Total_Score,Final_Score_Percentage,Customer_Tier,CUSTOMER_TYPE
1005974,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005975,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005976,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005977,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005978,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005979,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005980,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005981,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005982,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005983,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005984,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005985,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005986,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005987,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005988,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1005989,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005990,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005991,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005992,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005993,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005994,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005995,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005996,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005997,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1005998,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1005999,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006000,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006001,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006002,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006003,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006004,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006005,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006006,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006007,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006008,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006009,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006010,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006011,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006012,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006013,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006014,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006015,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006016,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006017,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006018,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006019,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006020,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006021,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006022,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006023,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006024,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006025,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006026,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006027,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006028,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006029,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006030,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006031,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006032,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006033,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006034,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006035,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006036,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006037,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006038,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006039,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006040,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006041,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006042,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006043,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006044,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006045,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006046,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006047,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006048,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006049,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006050,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006051,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006052,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006053,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006054,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006055,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006056,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006057,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006058,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006059,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006060,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006061,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006062,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006063,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006064,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006065,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006066,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006067,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006068,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006069,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006070,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006071,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006072,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006073,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006074,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006075,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006076,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006077,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006078,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006079,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006080,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006081,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006082,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006083,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006084,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006085,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006086,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006087,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006088,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006089,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006090,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006091,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006092,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006093,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006094,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006095,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006096,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006097,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006098,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006099,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006100,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006101,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006102,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006103,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006104,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006105,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006106,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006107,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1006108,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1006109,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006110,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006111,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006112,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006113,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006114,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006115,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006116,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006117,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006118,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006119,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006120,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006121,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006122,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006123,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006124,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006125,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006126,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006127,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006128,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006129,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006130,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006131,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006132,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006133,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006134,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006135,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006136,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006137,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006138,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006139,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006140,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006141,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006142,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006143,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006144,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006145,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006146,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006147,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006148,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006149,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006150,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006151,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006152,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006153,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006154,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006155,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006156,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006157,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006158,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006159,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006160,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006161,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006162,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006163,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006164,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006165,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006166,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006167,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006168,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1006169,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006170,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006171,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006172,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006173,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006174,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006175,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006176,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006177,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006178,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006179,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006180,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006181,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006182,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006183,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006184,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006185,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006186,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006187,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006188,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006189,20.0,20,40.0,100.0,Tier 1 Priority Service,Retail
1006190,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006191,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006192,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006193,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006194,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006195,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006196,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006197,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006198,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006199,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006200,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006201,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006202,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006203,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006204,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006205,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006206,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006207,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006208,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006209,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006210,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006211,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006212,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006213,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006214,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1006215,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006216,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006217,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006218,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006219,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006220,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006221,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006222,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006223,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006224,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006225,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006226,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006227,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006228,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006229,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006230,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006231,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006232,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006233,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006234,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006235,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006236,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006237,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006238,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006239,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006240,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006241,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006242,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1006243,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006244,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006245,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006246,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006247,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006248,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006249,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006250,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006251,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006252,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006253,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006254,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1006255,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006256,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006257,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006258,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1006259,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006260,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1006261,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
